,BHK,Rent,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,FloorNo,TotalFloor
274,1,14000,320,Carpet Area,Kolkata,Furnished,Bachelors,1,Contact Owner,1,2
275,2,5000,600,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
276,2,5000,420,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,2
277,3,12000,1100,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,2
278,1,3200,220,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
279,2,8500,700,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
280,3,16000,1200,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,Ground,2
281,2,14000,800,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
282,1,8000,300,Carpet Area,Kolkata,Furnished,Bachelors,1,Contact Agent,Ground,1
283,2,7000,650,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
284,1,8000,600,Super Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,1,2
285,1,3800,500,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1,3
286,1,6500,400,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
287,1,8000,300,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent,Ground,2
288,2,14000,1100,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
289,2,7200,830,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
290,2,7000,600,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
291,1,7000,500,Super Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,1,2
292,2,7500,900,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
293,2,8500,1250,Carpet Area,Kolkata,Unfurnished,Family,2,Contact Owner,Ground,1
294,2,12000,700,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Agent,Ground,2
295,1,8500,850,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,Ground,1
296,2,9500,550,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
297,2,7500,550,Carpet Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,Ground,1
298,2,12000,1200,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
299,2,8500,650,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,1
300,2,6000,960,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
301,2,5500,650,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1,1
302,1,7000,550,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
303,2,7000,500,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,1
304,1,6500,450,Super Area,Kolkata,Unfurnished,Family,1,Contact Owner,3,4
305,2,10000,850,Super Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,1,2
306,1,5200,300,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,Ground,3
307,2,13000,1000,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,2
308,2,7000,500,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
309,2,12000,756,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
310,1,15000,1000,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
311,1,5000,150,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
312,1,8000,800,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,2
313,2,8000,700,Super Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent,2,3
314,1,5000,420,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,3,3
315,2,10000,800,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Agent,Ground,1
316,2,12000,288,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,2,3
317,2,8000,900,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
318,1,5000,350,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1,1
319,2,9000,600,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
320,2,8000,1600,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,Ground,2
321,2,7000,986,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,2,3
322,3,15000,1300,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
323,2,6200,800,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,2
324,2,9900,800,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
325,2,7000,850,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,3
326,1,5000,322,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,1,3
327,2,6500,800,Carpet Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,Ground,2
328,2,12000,957,Carpet Area,Kolkata,Furnished,Bachelors,2,Contact Owner,1,2
329,1,6500,850,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1,3
330,2,10000,900,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,Ground,2
331,2,15000,600,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
332,1,5000,350,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,5
333,2,7000,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
334,2,6000,320,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
335,3,15000,800,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,4
336,2,10000,700,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner,1,1
337,2,8500,750,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
338,2,7000,450,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,4
339,3,8500,1430,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
340,2,6000,450,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,1,3
341,1,6000,400,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
342,2,8000,650,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
343,1,5000,450,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
344,2,6000,600,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,4
345,3,15000,1200,Carpet Area,Kolkata,Unfurnished,Family,2,Contact Owner,1,3
346,2,9000,700,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,3,3
347,1,5000,300,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Agent,Ground,1
348,3,8000,1200,Super Area,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,1,4
349,1,5500,400,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,Ground,1
350,2,11000,1000,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,Ground,1
351,2,10000,700,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1,2
352,2,6500,800,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
353,2,6000,900,Super Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,Ground,3
354,2,6800,600,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,2
355,2,8500,850,Carpet Area,Kolkata,Unfurnished,Family,2,Contact Owner,1,2
356,2,5000,550,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1,3
357,1,6500,650,Carpet Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,Ground,2
358,1,6500,800,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
359,2,4500,475,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
360,1,6000,200,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,Ground,1
361,1,10000,400,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,Ground,2
362,1,12000,500,Super Area,Kolkata,Furnished,Bachelors/Family,1,Contact Agent,Ground,2
363,2,12000,550,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,2,3
364,2,12000,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
365,2,9000,1000,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,2,3
366,1,5000,400,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,Ground,5
367,1,6000,300,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,1,2
368,2,5500,450,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
369,2,5500,450,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
370,2,8500,1100,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
371,1,5000,450,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2,2
372,2,5500,650,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2,2
373,2,8500,780,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,2
374,1,5500,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
375,1,7000,500,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Agent,Ground,2
376,1,5000,400,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,3,5
377,1,5000,450,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
378,2,6500,550,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,Ground,1
379,2,8000,600,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
380,1,5500,200,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
381,2,6000,500,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
382,1,5500,450,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,3
383,2,10000,1050,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
384,3,10000,1000,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,2,5
385,2,10000,1200,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
386,3,12000,1100,Super Area,Kolkata,Semi-Furnished,Family,2,Contact Owner,1,1
387,1,5200,220,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
388,1,4000,350,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
389,2,5146,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
390,2,12000,950,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
391,3,7000,1200,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
392,2,8500,700,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
393,1,7000,500,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
394,2,9500,570,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
395,2,8000,650,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
396,3,15000,1200,Super Area,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,1,2
397,2,12500,1250,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
398,3,14000,950,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
399,1,9500,600,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,1,2
400,2,7000,750,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2,2
401,1,6500,400,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent,Ground,2
402,1,7500,600,Carpet Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,Ground,2
403,2,6500,700,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
404,2,9500,850,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
405,2,7500,650,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
406,2,10000,800,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
407,3,15000,830,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,3,4
408,2,7000,600,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Agent,Ground,2
409,2,6000,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
410,2,14000,1200,Super Area,Kolkata,Semi-Furnished,Family,2,Contact Owner,Ground,1
411,2,18000,750,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,Ground,2
412,2,10000,800,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,Ground,3
413,2,6000,1200,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
414,2,10000,750,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,4,4
415,3,10000,1500,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,11,19
416,1,5000,300,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
417,3,10000,800,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,2
418,2,7000,450,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
419,4,10000,1200,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,5,10
420,2,6000,500,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,11,14
421,2,18000,900,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,1
422,2,8000,460,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,2
423,2,8000,530,Super Area,Kolkata,Semi-Furnished,Family,1,Contact Owner,2,3
424,2,13000,650,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,4
425,2,6000,400,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
426,2,12000,1000,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
427,1,10000,400,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,Ground,2
428,2,14000,700,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,Ground,3
429,2,10000,850,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner,1,4
430,2,10500,558,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,3,3
431,2,6000,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
432,2,12000,900,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
433,3,14000,1600,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,1,3
434,1,3700,150,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1,5
435,1,3300,175,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
436,1,5000,450,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,1
437,2,6000,425,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
438,3,7000,900,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,2
439,1,5000,400,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,4,4
440,2,11000,600,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,Ground,2
441,2,10000,721,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,3,4
442,2,7500,675,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
443,1,5000,250,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,Ground,2
444,2,12000,720,Super Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,Ground,1
445,3,18000,850,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1
446,1,14000,640,Super Area,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,6,7
447,2,8000,650,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,Upper Basement,9
448,1,14000,424,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,7
449,1,19411,400,Super Area,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,8,8
450,1,16000,410,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,9,22
451,1,13000,300,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,7
452,2,13000,600,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
453,2,14000,570,Carpet Area,Mumbai,Furnished,Family,2,Contact Agent,4,7
454,1,18000,300,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,4,6
455,1,18000,360,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Agent,3,7
456,1,17500,400,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,4,4
457,1,13500,432,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,5,8
458,2,18000,780,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,17,22
459,1,18000,375,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,6,24
460,1,15000,420,Carpet Area,Mumbai,Semi-Furnished,Family,1,Contact Agent,6,7
461,1,18000,385,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,11,20
462,1,7500,500,Carpet Area,Mumbai,Semi-Furnished,Bachelors,1,Contact Owner,2,2
463,2,17000,600,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Owner,7,23
464,2,6500,790,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,3,7
465,1,15000,380,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,19,19
466,1,16000,410,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Owner,Ground,4
467,1,8500,550,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,5
468,1,10000,425,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Owner,9,14
469,1,14000,305,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Agent,6,24
470,1,7500,250,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,1,7
471,1,18000,330,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,20,22
472,1,19000,225,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,18,25
473,1,18500,225,Carpet Area,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,4,7
474,2,19500,905,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,16,32
475,1,11000,200,Super Area,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,4,4
476,2,8000,890,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,4,4
477,1,18500,430,Carpet Area,Mumbai,Unfurnished,Family,1,Contact Agent,5,7
478,1,18000,320,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Agent,5,7
479,1,15000,225,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Owner,Ground,4
480,2,15000,610,Carpet Area,Mumbai,Semi-Furnished,Bachelors,1,Contact Owner,Ground,6
481,2,17000,1000,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,3,7
482,1,8500,500,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Owner,6,7
483,1,15500,250,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,11,24
484,2,8000,550,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,3,9
485,1,16500,470,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,11,14
486,1,4500,475,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
487,1,10000,390,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,3,4
488,1,8000,520,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,6,8
489,1,15000,470,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,5,22
490,1,18000,225,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,18,24
491,1,10000,225,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,7,8
492,1,5500,385,Carpet Area,Mumbai,Unfurnished,Family,1,Contact Agent,3,9
493,3,15000,704,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,5,17
494,1,11000,390,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,Ground,4
495,2,16000,600,Carpet Area,Mumbai,Unfurnished,Family,1,Contact Owner,2,3
496,1,15000,375,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,13,16
497,1,9400,600,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,4,6
498,1,14000,270,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Owner,6,7
499,1,14000,421,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,3,4
500,1,11000,650,Super Area,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,18,19
501,1,18000,450,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
502,1,16000,250,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,4,10
503,1,6000,200,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,5
504,1,17000,330,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,Ground,7
505,2,18500,650,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,3,12
506,1,14000,305,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Agent,10,24
507,1,17000,320,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,23,23
508,2,8000,623,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,6,7
509,2,18000,882,Super Area,Mumbai,Unfurnished,Bachelors,2,Contact Owner,10,22
510,1,12500,555,Super Area,Mumbai,Unfurnished,Bachelors,1,Contact Owner,6,7
511,1,6500,325,Carpet Area,Mumbai,Unfurnished,Family,1,Contact Agent,7,16
512,2,15000,600,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,18,28
513,1,13000,385,Carpet Area,Mumbai,Unfurnished,Family,1,Contact Agent,6,20
514,1,8000,620,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,6,8
515,1,13000,410,Carpet Area,Mumbai,Unfurnished,Family,1,Contact Agent,2,7
516,1,7500,380,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Owner,3,7
517,1,6000,500,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,8,10
518,1,15000,270,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Owner,15,15
519,2,13000,582,Carpet Area,Mumbai,Furnished,Family,2,Contact Owner,5,8
520,1,19000,490,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,8
521,1,17000,375,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,9,20
522,1,18500,229,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,5,9
523,1,15000,450,Super Area,Mumbai,Unfurnished,Family,1,Contact Owner,2,4
524,1,14500,490,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,12,20
525,1,12000,520,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
526,1,16000,160,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
527,1,18000,300,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,3,10
528,1,15000,275,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,3,7
529,1,12000,225,Carpet Area,Mumbai,Unfurnished,Family,1,Contact Owner,7,7
530,1,6500,422,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,9,15
531,1,18500,300,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Owner,3,4
532,1,7500,630,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,3,12
